id,species,name,filename
557838,bewickii,Bewick's Wren,557838-0.wav
557838,bewickii,Bewick's Wren,557838-1.wav
557838,bewickii,Bewick's Wren,557838-4.wav
557838,bewickii,Bewick's Wren,557838-5.wav
557838,bewickii,Bewick's Wren,557838-6.wav
557838,bewickii,Bewick's Wren,557838-8.wav
557838,bewickii,Bewick's Wren,557838-9.wav
557838,bewickii,Bewick's Wren,557838-11.wav
557838,bewickii,Bewick's Wren,557838-14.wav
557838,bewickii,Bewick's Wren,557838-15.wav
557838,bewickii,Bewick's Wren,557838-17.wav
544036,bewickii,Bewick's Wren,544036-0.wav
544036,bewickii,Bewick's Wren,544036-1.wav
544036,bewickii,Bewick's Wren,544036-2.wav
544036,bewickii,Bewick's Wren,544036-3.wav
544036,bewickii,Bewick's Wren,544036-4.wav
544036,bewickii,Bewick's Wren,544036-5.wav
544036,bewickii,Bewick's Wren,544036-6.wav
544036,bewickii,Bewick's Wren,544036-7.wav
544036,bewickii,Bewick's Wren,544036-8.wav
544036,bewickii,Bewick's Wren,544036-9.wav
544036,bewickii,Bewick's Wren,544036-10.wav
544036,bewickii,Bewick's Wren,544036-12.wav
544036,bewickii,Bewick's Wren,544036-13.wav
493957,bewickii,Bewick's Wren,493957-0.wav
493957,bewickii,Bewick's Wren,493957-1.wav
493957,bewickii,Bewick's Wren,493957-2.wav
493957,bewickii,Bewick's Wren,493957-3.wav
493957,bewickii,Bewick's Wren,493957-4.wav
493957,bewickii,Bewick's Wren,493957-5.wav
493957,bewickii,Bewick's Wren,493957-6.wav
493957,bewickii,Bewick's Wren,493957-7.wav
493957,bewickii,Bewick's Wren,493957-8.wav
486798,bewickii,Bewick's Wren,486798-0.wav
486798,bewickii,Bewick's Wren,486798-1.wav
486798,bewickii,Bewick's Wren,486798-3.wav
486798,bewickii,Bewick's Wren,486798-4.wav
486798,bewickii,Bewick's Wren,486798-6.wav
486798,bewickii,Bewick's Wren,486798-7.wav
486798,bewickii,Bewick's Wren,486798-8.wav
486798,bewickii,Bewick's Wren,486798-12.wav
486798,bewickii,Bewick's Wren,486798-13.wav
480035,bewickii,Bewick's Wren,480035-0.wav
480035,bewickii,Bewick's Wren,480035-1.wav
480035,bewickii,Bewick's Wren,480035-3.wav
480035,bewickii,Bewick's Wren,480035-4.wav
480035,bewickii,Bewick's Wren,480035-5.wav
480035,bewickii,Bewick's Wren,480035-6.wav
480035,bewickii,Bewick's Wren,480035-7.wav
480035,bewickii,Bewick's Wren,480035-9.wav
480035,bewickii,Bewick's Wren,480035-10.wav
480035,bewickii,Bewick's Wren,480035-11.wav
480035,bewickii,Bewick's Wren,480035-12.wav
480035,bewickii,Bewick's Wren,480035-13.wav
473447,bewickii,Bewick's Wren,473447-0.wav
473447,bewickii,Bewick's Wren,473447-1.wav
473447,bewickii,Bewick's Wren,473447-3.wav
473447,bewickii,Bewick's Wren,473447-4.wav
473447,bewickii,Bewick's Wren,473447-6.wav
473447,bewickii,Bewick's Wren,473447-7.wav
473447,bewickii,Bewick's Wren,473447-9.wav
473447,bewickii,Bewick's Wren,473447-10.wav
469010,bewickii,Bewick's Wren,469010-0.wav
469010,bewickii,Bewick's Wren,469010-1.wav
469010,bewickii,Bewick's Wren,469010-3.wav
469010,bewickii,Bewick's Wren,469010-4.wav
469010,bewickii,Bewick's Wren,469010-6.wav
469010,bewickii,Bewick's Wren,469010-7.wav
469010,bewickii,Bewick's Wren,469010-9.wav
469010,bewickii,Bewick's Wren,469010-10.wav
469010,bewickii,Bewick's Wren,469010-12.wav
469010,bewickii,Bewick's Wren,469010-13.wav
469007,bewickii,Bewick's Wren,469007-0.wav
469007,bewickii,Bewick's Wren,469007-1.wav
469007,bewickii,Bewick's Wren,469007-3.wav
469007,bewickii,Bewick's Wren,469007-4.wav
469007,bewickii,Bewick's Wren,469007-6.wav
469007,bewickii,Bewick's Wren,469007-7.wav
469007,bewickii,Bewick's Wren,469007-9.wav
469007,bewickii,Bewick's Wren,469007-10.wav
451372,bewickii,Bewick's Wren,451372-0.wav
451372,bewickii,Bewick's Wren,451372-1.wav
451372,bewickii,Bewick's Wren,451372-2.wav
451372,bewickii,Bewick's Wren,451372-3.wav
451372,bewickii,Bewick's Wren,451372-4.wav
451372,bewickii,Bewick's Wren,451372-5.wav
451372,bewickii,Bewick's Wren,451372-6.wav
451372,bewickii,Bewick's Wren,451372-7.wav
451372,bewickii,Bewick's Wren,451372-8.wav
451372,bewickii,Bewick's Wren,451372-10.wav
451372,bewickii,Bewick's Wren,451372-11.wav
451372,bewickii,Bewick's Wren,451372-12.wav
451372,bewickii,Bewick's Wren,451372-13.wav
451371,bewickii,Bewick's Wren,451371-0.wav
451371,bewickii,Bewick's Wren,451371-1.wav
451371,bewickii,Bewick's Wren,451371-2.wav
451371,bewickii,Bewick's Wren,451371-3.wav
451371,bewickii,Bewick's Wren,451371-4.wav
451371,bewickii,Bewick's Wren,451371-6.wav
451371,bewickii,Bewick's Wren,451371-7.wav
451371,bewickii,Bewick's Wren,451371-9.wav
451371,bewickii,Bewick's Wren,451371-10.wav
451371,bewickii,Bewick's Wren,451371-12.wav
451371,bewickii,Bewick's Wren,451371-13.wav
451371,bewickii,Bewick's Wren,451371-14.wav
