id,species,name,png_filename,mean,median,std_dev,minimum,maximum
557838,bewickii,Bewick's Wren,557838-0.png,177.0865775,219.0,81.72609290695657,0,255
557838,bewickii,Bewick's Wren,557838-1.png,175.5774025,226.0,83.45487837060811,0,255
557838,bewickii,Bewick's Wren,557838-4.png,182.0886125,229.0,77.75146593682233,0,255
557838,bewickii,Bewick's Wren,557838-5.png,182.5402825,227.0,77.21048864837078,0,255
557838,bewickii,Bewick's Wren,557838-6.png,180.8468375,227.0,78.91305201770234,0,255
557838,bewickii,Bewick's Wren,557838-8.png,181.53113,222.0,78.0859153492043,0,255
557838,bewickii,Bewick's Wren,557838-9.png,179.4083225,222.0,79.85813969305819,0,255
557838,bewickii,Bewick's Wren,557838-11.png,183.506035,230.0,76.39443862990798,0,255
557838,bewickii,Bewick's Wren,557838-14.png,180.9959875,225.0,78.47171742991128,0,255
557838,bewickii,Bewick's Wren,557838-15.png,179.677035,227.0,79.59589448337631,0,255
557838,bewickii,Bewick's Wren,557838-17.png,177.7272725,220.0,81.15925158113981,0,255
544036,bewickii,Bewick's Wren,544036-0.png,159.14063,214.0,97.84001780050482,0,255
544036,bewickii,Bewick's Wren,544036-1.png,157.6232725,214.0,99.02151775695393,0,255
544036,bewickii,Bewick's Wren,544036-2.png,156.0497125,208.0,99.97725894505882,0,255
544036,bewickii,Bewick's Wren,544036-3.png,162.454605,221.0,94.67764292214912,0,255
544036,bewickii,Bewick's Wren,544036-4.png,161.38381,220.0,95.38636123620554,0,255
544036,bewickii,Bewick's Wren,544036-5.png,161.17962,214.0,94.97810145847095,0,255
544036,bewickii,Bewick's Wren,544036-6.png,163.0932675,218.0,93.92433030729283,0,255
544036,bewickii,Bewick's Wren,544036-7.png,162.27785,218.0,94.63652040506086,0,255
544036,bewickii,Bewick's Wren,544036-8.png,163.588625,219.0,93.29953547906537,0,255
544036,bewickii,Bewick's Wren,544036-9.png,162.97801,211.0,93.68733847986024,0,255
544036,bewickii,Bewick's Wren,544036-10.png,161.910505,211.0,94.43620169535079,0,255
544036,bewickii,Bewick's Wren,544036-12.png,165.9797925,218.0,90.91003404001644,0,255
544036,bewickii,Bewick's Wren,544036-13.png,166.17772,215.0,90.70132193414604,0,255
493957,bewickii,Bewick's Wren,493957-0.png,176.7151575,225.0,83.02334934974736,0,255
493957,bewickii,Bewick's Wren,493957-1.png,175.6332,221.0,84.20067869536445,0,255
493957,bewickii,Bewick's Wren,493957-2.png,175.801305,215.0,84.09110880644263,0,255
493957,bewickii,Bewick's Wren,493957-3.png,179.3138125,224.0,80.68706419999953,0,255
493957,bewickii,Bewick's Wren,493957-4.png,178.4327225,221.0,81.62587867054171,0,255
493957,bewickii,Bewick's Wren,493957-5.png,177.1507775,212.0,82.7063168303697,0,255
493957,bewickii,Bewick's Wren,493957-6.png,177.485685,225.0,82.17674932777992,0,255
493957,bewickii,Bewick's Wren,493957-7.png,175.98749,220.0,83.47123201139361,0,255
493957,bewickii,Bewick's Wren,493957-8.png,178.5358075,217.0,81.69522019569409,0,255
486798,bewickii,Bewick's Wren,486798-0.png,158.5657675,222.0,98.64597710822241,0,255
486798,bewickii,Bewick's Wren,486798-1.png,157.3013625,221.0,99.38848873558545,0,255
486798,bewickii,Bewick's Wren,486798-3.png,159.26701,225.0,98.04244043096794,0,255
486798,bewickii,Bewick's Wren,486798-4.png,155.7038675,227.0,101.24633671418657,0,255
486798,bewickii,Bewick's Wren,486798-6.png,158.6374925,224.0,98.32370386032275,0,255
486798,bewickii,Bewick's Wren,486798-7.png,155.947865,222.0,100.4884531771774,0,255
486798,bewickii,Bewick's Wren,486798-8.png,158.0081875,217.0,97.99494596898779,0,255
486798,bewickii,Bewick's Wren,486798-12.png,157.4527575,220.0,99.0500284106279,0,255
486798,bewickii,Bewick's Wren,486798-13.png,158.080925,212.0,97.73015077827505,0,255
480035,bewickii,Bewick's Wren,480035-0.png,146.8722925,218.0,110.95400571090005,0,255
480035,bewickii,Bewick's Wren,480035-1.png,143.28432,216.0,113.92624132366345,0,255
480035,bewickii,Bewick's Wren,480035-3.png,146.09512,216.0,111.79694117991602,0,255
480035,bewickii,Bewick's Wren,480035-4.png,143.0357125,215.0,114.12998084253472,0,255
480035,bewickii,Bewick's Wren,480035-5.png,160.188735,208.0,97.23767085908513,0,255
480035,bewickii,Bewick's Wren,480035-6.png,145.9833025,216.0,111.60847061802028,0,255
480035,bewickii,Bewick's Wren,480035-7.png,143.34825,218.0,113.70647946329841,0,255
480035,bewickii,Bewick's Wren,480035-9.png,148.5940825,215.0,109.26618543027482,0,255
480035,bewickii,Bewick's Wren,480035-10.png,145.629985,216.0,111.62794853395708,0,255
480035,bewickii,Bewick's Wren,480035-11.png,165.4817025,211.0,92.60528251779967,0,255
480035,bewickii,Bewick's Wren,480035-12.png,149.76965,214.0,107.73195312384111,0,255
480035,bewickii,Bewick's Wren,480035-13.png,147.6802675,211.0,109.25349950289211,0,255
473447,bewickii,Bewick's Wren,473447-0.png,153.215085,211.0,103.82671548519087,0,255
473447,bewickii,Bewick's Wren,473447-1.png,150.7307525,210.0,105.95620481257218,0,255
473447,bewickii,Bewick's Wren,473447-3.png,153.842715,210.0,103.13060705449558,0,255
473447,bewickii,Bewick's Wren,473447-4.png,153.4971375,214.0,103.31874259690782,0,255
473447,bewickii,Bewick's Wren,473447-6.png,153.5606675,209.0,103.31262294344502,0,255
473447,bewickii,Bewick's Wren,473447-7.png,152.343415,207.0,104.25631760779666,0,255
473447,bewickii,Bewick's Wren,473447-9.png,155.2128125,207.0,101.80956005375843,0,255
473447,bewickii,Bewick's Wren,473447-10.png,152.93006,207.0,103.71788171957814,0,255
469010,bewickii,Bewick's Wren,469010-0.png,171.0354575,215.0,87.83439130127616,0,255
469010,bewickii,Bewick's Wren,469010-1.png,169.58306,214.0,89.02347952105893,0,255
469010,bewickii,Bewick's Wren,469010-3.png,173.2400425,217.0,85.75098875288957,0,255
469010,bewickii,Bewick's Wren,469010-4.png,171.6858725,218.0,86.98938838395027,0,255
469010,bewickii,Bewick's Wren,469010-6.png,175.611145,219.0,83.76710793497034,0,255
